Dim,Runtime,Heap,Stack,Code,CodeLines
32,495.2,32824,16383,3577,3084
33,740.1,32824,12287,3721,3164
34,922.0,32824,14479,3721,3164
35,436.7,32824,12287,3721,3164
36,521.0,32824,16095,3721,3164
37,1916.8,32824,18645,3721,3164
38,528.2,32824,16367,3721,3164
39,1403.0,32824,16365,3721,3164
40,748.3,32824,15845,3721,3164
41,1311.5,32824,17409,3721,3164
42,1746.4,32824,15837,3721,3164
43,1106.5,32824,16771,3721,3164
44,1521.5,32824,16255,3721,3164
45,1692.5,32824,12287,3721,3164
46,445.6,32824,16111,3721,3164
47,555.7,32824,19219,3721,3164
48,727.1,32824,16597,3721,3164
49,450.7,32824,16653,3721,3164
50,466.8,32824,16453,3721,3164
51,540.8,32824,16127,3721,3164
52,541.7,32824,12287,3721,3164
53,524.2,32824,14255,3721,3164
54,449.8,32824,16223,3721,3164
55,836.6,32824,17157,3721,3164
56,554.9,32824,15711,3721,3164
57,601.6,32824,12287,3721,3164
58,1150.6,32824,15335,3721,3164
59,428.5,32824,13819,3721,3164
60,426.0,32824,16657,3721,3164
61,1892.6,32824,15331,3721,3164
62,420.8,32824,12781,3721,3164
63,422.6,32824,15725,3721,3164
64,488.0,32824,12791,3721,3164
65,1793.3,32824,15309,3193,2276
66,505.3,32824,12287,3193,2276
67,497.4,32824,14623,3193,2276
68,1091.8,32824,15583,3193,2276
69,554.7,32824,16239,3193,2276
70,3075.4,32824,16723,3193,2276
71,563.3,32824,14207,3193,2276
72,2404.0,32824,12287,3193,2276
73,456.7,32824,12669,3193,2276
74,578.4,32824,16603,3193,2276
75,579.2,32824,12287,3193,2276
76,1292.2,32824,13375,3193,2276
77,554.1,32824,12287,3193,2276
78,1002.7,32824,15057,3193,2276
79,496.1,32824,20097,3193,2276
80,2040.7,32824,12287,3193,2276
81,1639.4,32824,16315,3193,2276
82,453.7,32824,16417,3193,2276
83,713.6,32824,12287,3193,2276
84,451.8,32824,16381,3193,2276
85,4349.9,32824,14335,3193,2276
86,451.4,32824,16369,3193,2276
87,506.1,32824,15039,3193,2276
88,560.1,32824,12287,3193,2276
89,1898.0,32824,16095,3193,2276
90,478.5,32824,16079,3193,2276
91,478.8,32824,16203,3193,2276
92,466.3,32824,14035,3193,2276
93,720.8,32824,18607,3193,2276
94,606.7,32824,15357,3193,2276
95,456.2,32824,14879,3193,2276
96,981.4,32824,17537,3193,2276
97,553.0,32824,12287,3193,2276
98,493.0,32824,12287,3193,2276
99,448.9,32824,15967,3193,2276
100,542.2,32824,13277,3193,2276
101,495.2,32824,12287,3193,2276
102,1069.9,32824,14567,3193,2276
103,457.0,32824,14333,3193,2276
104,569.4,32824,16215,3193,2276
105,558.7,32824,17669,3193,2276
106,535.5,32824,16385,3193,2276
107,758.0,32824,16351,3193,2276
108,453.5,32824,18741,3193,2276
109,1083.2,32824,16319,3193,2276
110,702.5,32824,12287,3193,2276
111,2548.7,32824,16349,3193,2276
112,454.4,32824,16385,3193,2276
113,1395.2,32824,15871,3193,2276
114,1479.6,32824,12919,3193,2276
115,939.7,32824,14809,3193,2276
116,976.2,32824,12287,3193,2276
117,592.0,32824,12287,3193,2276
118,1199.9,32824,15291,3193,2276
119,448.3,32824,16523,3193,2276
120,569.8,32824,15523,3193,2276
121,1710.4,32824,16385,3193,2276
122,1700.4,32824,16481,3193,2276
123,731.5,32824,14079,3193,2276
124,601.9,32824,16375,3193,2276
125,1142.9,32824,15349,3193,2276
126,491.8,32824,17443,3193,2276
127,1642.8,32824,15855,3193,2276
128,549.7,32824,12287,3193,2276
129,490.0,32824,14283,3809,2372
130,489.8,32824,16343,3809,2372
131,627.3,32824,17765,3809,2372
132,508.3,32824,15993,3809,2372
133,2379.6,32824,14847,3809,2372
134,494.1,32824,16255,3809,2372
135,566.6,32824,15483,3809,2372
136,558.4,32824,18433,3809,2372
137,522.0,32824,12287,3809,2372
138,506.8,32824,16343,3809,2372
139,557.0,32824,12287,3809,2372
140,522.4,32824,15471,3809,2372
141,547.8,32824,12287,3809,2372
142,569.6,32824,16315,3809,2372
143,892.5,32824,12287,3809,2372
144,483.5,32824,16449,3809,2372
145,1562.7,32824,15327,3809,2372
146,542.8,32824,13789,3809,2372
147,522.2,32824,16239,3809,2372
148,583.9,32824,15867,3809,2372
149,496.6,32824,16359,3809,2372
150,523.1,32824,16255,3809,2372
151,785.3,32824,12287,3809,2372
152,3341.0,32824,12287,3809,2372
153,731.2,32824,17193,3809,2372
154,540.2,32824,17411,3809,2372
155,512.4,32824,15099,3809,2372
156,838.8,32824,15207,3809,2372
157,1048.2,32824,18433,3809,2372
158,495.5,32824,17539,3809,2372
159,488.4,32824,15837,3809,2372
160,1833.0,32824,14647,3809,2372
161,706.5,32824,16401,3809,2372
162,525.1,32824,16897,3809,2372
163,493.6,32824,13999,3809,2372
164,484.5,32824,16513,3809,2372
165,795.8,32824,16319,3809,2372
166,487.0,32824,14333,3809,2372
167,521.0,32824,12287,3809,2372
168,483.2,32824,18441,3809,2372
169,518.7,32824,15223,3809,2372
170,553.5,32824,16913,3809,2372
171,493.3,32824,12287,3809,2372
172,566.1,32824,12287,3809,2372
173,559.1,32824,13815,3809,2372
174,490.4,32824,15871,3809,2372
175,749.6,32824,15311,3809,2372
176,516.0,32824,15351,3809,2372
177,917.8,32824,15167,3809,2372
178,532.1,32824,12287,3809,2372
179,484.5,32824,12287,3809,2372
180,1366.2,32824,19089,3809,2372
181,535.2,32824,16641,3809,2372
182,1107.4,32824,12287,3809,2372
183,503.6,32824,16349,3809,2372
184,497.6,32824,17465,3809,2372
185,552.4,32824,15231,3809,2372
186,496.4,32824,14303,3809,2372
187,586.4,32824,16211,3809,2372
188,500.7,32824,16271,3809,2372
189,496.6,32824,12287,3809,2372
190,539.9,32824,16389,3809,2372
191,592.6,32824,12287,3809,2372
192,856.7,32824,16685,3809,2372
193,512.0,32824,16125,3809,2372
194,518.1,32824,15325,3809,2372
195,1081.0,32824,14719,3809,2372
196,1700.3,32824,12287,3809,2372
197,712.9,32824,13309,3809,2372
198,595.9,32824,17159,3809,2372
199,497.1,32824,15845,3809,2372
200,1736.7,32824,16317,3809,2372
201,576.6,32824,16351,3809,2372
202,600.9,32824,12287,3809,2372
203,572.5,32824,16365,3809,2372
204,547.8,32824,15865,3809,2372
205,636.7,32824,12287,3809,2372
206,483.2,32824,14255,3809,2372
207,678.4,32824,14831,3809,2372
208,509.7,32824,19637,3809,2372
209,534.2,32824,16379,3809,2372
210,487.6,32824,16079,3809,2372
211,505.8,32824,16255,3809,2372
212,550.5,32824,14959,3809,2372
213,1270.8,32824,12287,3809,2372
214,1164.8,32824,12287,3809,2372
215,1495.9,32824,15983,3809,2372
216,796.0,32824,15863,3809,2372
217,595.0,32824,16935,3809,2372
218,912.4,32824,12287,3809,2372
219,579.2,32824,12795,3809,2372
220,2342.9,32824,19487,3809,2372
221,489.5,32824,12287,3809,2372
222,720.6,32824,15319,3809,2372
223,516.5,32824,15903,3809,2372
224,762.6,32824,12287,3809,2372
225,508.8,32824,12779,3809,2372
226,515.7,32824,16429,3809,2372
227,1014.1,32824,16093,3809,2372
228,507.3,32824,12287,3809,2372
229,485.3,32824,14333,3809,2372
230,534.7,32824,17105,3809,2372
231,490.2,32824,18273,3809,2372
232,484.1,32824,17409,3809,2372
233,488.6,32824,15775,3809,2372
234,511.3,32824,12287,3809,2372
235,2398.9,32824,16103,3809,2372
236,579.1,32824,16303,3809,2372
237,649.4,32824,13007,3809,2372
238,4173.9,32824,16049,3809,2372
239,488.1,32824,18441,3809,2372
240,695.6,32824,16127,3809,2372
241,561.6,32824,15549,3809,2372
242,483.8,32824,15959,3809,2372
243,559.0,32824,14329,3809,2372
244,481.2,32824,12287,3809,2372
245,532.5,32824,16397,3809,2372
246,546.8,32824,16283,3809,2372
247,2529.1,32824,12287,3809,2372
248,502.1,32824,14319,3809,2372
249,680.3,32824,16393,3809,2372
250,1564.1,32824,14335,3809,2372
251,1385.7,32824,16387,3809,2372
252,583.6,32824,16515,3809,2372
253,491.3,32824,16383,3809,2372
254,494.2,32824,15355,3809,2372
255,668.5,32824,14319,3809,2372
