Dim,Runtime,Heap,Stack,Code,CodeLines
32,4.7,4288,12287,843,617
33,4.7,4352,17767,906,681
34,4.7,4352,16191,906,681
35,4.4,4352,19521,906,681
36,4.7,4352,14329,906,681
37,7.3,4352,19973,875,649
38,7.1,4352,15871,875,649
39,7.0,4352,17071,875,649
40,7.1,4352,16383,875,649
41,11.0,4352,18857,875,649
42,7.0,4352,12287,875,649
43,7.1,4352,15183,875,649
44,7.3,4352,16259,875,649
45,7.2,4352,19617,875,649
46,7.0,4352,14247,875,649
47,7.1,4352,16159,875,649
48,7.0,4352,16913,875,649
49,6.9,4416,16367,922,697
50,6.7,4416,12287,922,697
51,6.7,4416,15871,922,697
52,6.7,4416,15839,922,697
53,6.9,4416,16253,922,697
54,6.8,4416,17737,922,697
55,10.8,4416,15275,892,665
56,10.7,4416,16223,892,665
57,10.8,4416,12287,892,665
58,10.8,4416,12287,892,665
59,10.6,4416,13821,892,665
60,10.5,4416,12287,892,665
61,10.7,4416,15379,892,665
62,11.3,4416,16123,892,665
63,10.7,4416,16911,892,665
64,10.8,4416,12287,892,665
65,10.5,4736,16389,1008,777
66,10.3,4736,12287,1008,777
67,10.4,4736,12287,1008,777
68,10.5,4736,12287,1008,777
69,10.3,4736,16383,1008,777
70,10.6,4736,16643,1008,777
71,10.3,4736,15293,1008,777
72,10.5,4736,15999,1008,777
73,10.0,4544,15351,938,713
74,10.2,4544,16551,938,713
75,11.0,4544,15199,938,713
76,10.1,4544,15807,938,713
77,10.0,4544,16373,938,713
78,10.0,4544,16363,938,713
79,10.1,4544,13879,938,713
80,10.1,4544,16545,938,713
81,10.0,4544,12287,938,713
82,15.9,4544,15335,940,713
83,16.0,4544,12287,940,713
84,15.9,4544,12287,940,713
85,16.9,4544,12287,940,713
86,16.7,4544,18369,940,713
87,16.0,4544,15841,940,713
88,16.0,4544,14265,940,713
89,15.7,4544,12793,940,713
90,16.1,4544,16441,940,713
91,15.8,4544,13247,940,713
92,16.7,4544,16307,940,713
93,17.1,4544,16127,940,713
94,16.7,4544,12287,940,713
95,15.9,4544,16383,940,713
96,15.9,4544,15805,940,713
97,18.1,5056,16513,1088,857
98,15.4,5056,15869,1088,857
99,15.7,5056,12287,1088,857
100,15.4,5056,16347,1088,857
101,16.4,5056,14323,1088,857
102,15.6,5056,17025,1088,857
103,15.1,5056,16379,1088,857
104,15.5,5056,12287,1088,857
105,15.7,5056,12287,1088,857
106,15.4,5056,12287,1088,857
107,16.3,5056,16205,1088,857
108,15.4,5056,15215,1088,857
109,27.1,5184,18721,1092,857
110,23.2,5184,16207,1092,857
111,23.2,5184,16383,1092,857
112,23.8,5184,14303,1092,857
113,23.3,5184,18209,1092,857
114,23.1,5184,16379,1092,857
115,23.9,5184,16905,1092,857
116,23.2,5184,17189,1092,857
117,23.9,5184,14315,1092,857
118,25.0,5184,16381,1092,857
119,24.0,5184,17059,1092,857
120,24.1,5184,14143,1092,857
