Dim,Runtime,Heap,Stack,Code,CodeLines
32,7.3,4264,14303,961,664
33,10.9,4328,15191,1142,812
34,10.9,4328,16389,1148,801
35,11.2,4328,16465,1179,831
36,12.2,4328,16127,1180,847
37,13.0,4328,16897,1221,887
38,14.0,4328,12287,1245,894
39,14.4,4328,15103,1188,836
40,19.4,4328,12287,1230,893
41,15.8,4328,16381,1148,810
42,16.5,4328,16659,1272,917
43,17.4,4328,16411,1257,901
44,16.6,4328,15695,1194,837
45,18.5,4328,19721,1268,910
46,19.3,4328,16287,1276,917
47,19.5,4520,19307,1389,950
48,20.1,4328,16319,1156,811
49,25.0,4392,16905,1242,880
50,23.3,4392,14271,1195,832
51,24.1,4392,15643,1190,826
52,24.7,4392,12287,1264,899
53,25.4,4392,17729,1206,840
54,26.0,4392,12287,1204,837
55,27.8,4584,17267,1427,940
56,27.0,4392,17173,1200,831
57,31.1,4392,16425,1262,892
58,30.2,4392,19457,1263,892
59,30.8,4648,16383,1434,939
60,32.8,4392,17331,1265,892
61,33.4,4648,15613,1445,946
62,33.5,4648,13281,1449,948
63,35.0,4392,17413,1319,959
64,27.1,4392,14207,1122,761
65,37.6,4456,17159,1312,918
66,38.3,4456,12287,1312,901
67,39.1,4712,12287,1517,974
68,43.5,4456,12507,1314,901
69,42.1,4456,13747,1363,949
70,41.9,4456,12287,1363,948
71,44.3,4712,16191,1532,981
72,48.8,4712,17667,1511,974
73,52.7,4776,16383,1488,949
74,48.7,4456,14071,1361,942
75,49.9,4456,13807,1362,942
76,53.0,4456,15775,1357,936
77,54.7,4776,15989,1544,981
78,52.0,4456,13555,1371,948
79,56.7,4776,16235,1542,975
80,56.4,4456,16383,1318,909
81,57.3,4520,14267,1367,957
82,63.3,4840,15863,1580,975
83,59.6,4520,16375,1370,942
84,61.1,4840,15805,1584,975
85,61.6,4840,15229,1583,972
86,66.0,4520,14799,1373,942
87,67.9,4840,16311,1590,975
88,65.0,4840,14845,1592,975
89,67.9,4520,14293,1383,949
90,76.2,4520,12287,1383,948
91,68.8,4904,16383,1596,973
92,77.1,4904,15335,1606,981
93,73.3,4904,15455,1600,973
94,78.3,4904,14695,1602,973
95,78.5,4520,14621,1388,948
96,83.4,4520,16183,1384,959
97,84.1,4968,13823,1648,981
98,81.5,4584,14269,1410,935
99,87.3,4584,16335,1408,932
100,88.7,4968,16419,1646,973
101,88.6,4968,16397,1648,973
102,89.6,4968,16303,1636,959
103,88.8,4968,16917,1652,973
104,95.4,4968,13311,1654,973
105,94.6,4584,15359,1414,932
106,97.4,5032,16223,1658,973
107,96.3,5032,12287,1660,973
108,105.5,5032,14531,1662,973
109,104.1,5032,12287,1731,1040
110,114.7,5032,16455,1666,973
111,111.0,4584,14287,1420,932
112,107.4,5032,16343,1670,973
113,111.9,4648,13263,1416,926
114,115.5,4648,19713,1423,932
115,117.1,5096,12287,1708,973
116,122.7,4648,17425,1425,932
117,115.5,5096,15823,1712,973
118,126.9,5096,12287,1714,973
119,123.7,4648,16319,1428,932
120,125.9,4648,12287,1429,932
121,130.1,5160,12287,1720,973
122,129.5,5160,16373,1722,973
123,133.4,5160,12287,1724,973
124,132.8,5160,15919,1726,973
125,134.9,4648,15471,1434,932
126,138.1,5160,15097,1730,973
127,136.4,5160,17569,1702,959
128,109.5,5160,16383,1549,804
129,156.0,5224,12287,1810,1031
130,145.6,5224,12287,1750,953
131,148.9,5224,16341,1752,953
132,147.8,5224,19619,1754,953
133,158.5,5224,18437,1791,988
134,151.4,5224,16787,1758,953
135,155.2,5224,12287,1760,953
136,161.7,5224,12287,1763,954
137,162.2,5288,15781,1764,953
138,169.5,5288,20385,1766,953
139,162.6,5288,12287,1768,953
140,166.6,5288,16821,1770,953
141,169.2,5288,12287,1772,953
142,170.5,5288,16339,1774,953
143,172.6,5288,15101,1776,953
144,182.8,5288,14075,1727,918
145,193.4,5352,19201,1847,988
146,184.6,5352,15859,1814,953
147,188.3,5352,15775,1816,953
148,185.7,5352,16243,1818,953
149,205.7,5352,16095,1855,988
150,197.2,5352,17411,1822,953
151,196.4,5352,14333,1824,953
152,197.9,5352,16917,1826,953
153,198.2,5416,17417,1828,953
154,209.4,5416,16343,1830,953
155,208.7,5416,18811,1832,953
156,207.5,5416,16383,1834,953
157,216.8,5416,16449,1871,988
158,217.6,5416,13095,1838,953
159,219.1,5416,16513,1875,988
160,251.1,5416,14207,1791,918
161,214.9,5480,15147,1876,953
162,224.4,5480,16371,1878,953
163,218.7,5480,16385,1880,953
164,234.9,5480,18437,1882,953
165,235.8,5480,14263,1884,953
166,248.8,5480,15349,1886,953
167,244.5,5480,12287,1923,988
168,240.0,5480,15991,1890,953
169,246.3,5544,13693,1892,953
170,247.7,5544,14335,1894,953
171,284.8,5544,12287,1971,1028
172,271.7,5544,12287,1973,1028
173,261.4,5544,18757,1900,953
174,259.0,5544,16379,1902,953
175,264.0,5544,12287,1904,953
176,260.8,5544,14847,1906,953
177,268.1,5608,13941,1940,953
178,278.8,5608,12287,1977,988
179,267.6,5608,17155,1944,953
180,277.9,5608,17441,1946,953
181,290.2,5608,15863,1983,988
182,274.6,5608,15839,1950,953
183,278.6,5608,17989,1952,953
184,300.7,5608,16167,1989,988
185,300.9,5672,18441,1991,988
186,295.3,5672,14079,1958,953
187,310.4,5672,13789,1995,988
188,309.7,5672,15327,1962,953
189,310.6,5672,16777215,1964,953
190,313.9,5672,16777215,1966,953
191,302.6,5672,12287,1968,953
192,316.0,5672,15903,1892,891
193,323.1,5736,16191,2004,953
194,326.3,5736,16777215,2006,953
195,332.1,5736,14285,2043,988
196,342.6,5736,14335,2045,988
197,345.4,5736,16777215,2047,988
198,336.7,5736,16777215,2014,953
199,334.8,5736,17027,2016,953
200,342.5,5736,16777215,2018,953
201,350.0,5800,14015,2055,988
202,349.9,5800,17489,2022,953
203,380.4,5800,16777215,2059,988
204,355.8,5800,16247,2027,954
205,366.7,5800,16777215,2028,953
206,352.3,5800,16385,2030,953
207,371.8,5800,16777215,2032,953
208,375.3,5800,16255,2069,988
209,373.0,5864,16777215,2068,953
210,362.7,5864,12287,2070,953
211,403.7,5864,16777215,2107,988
212,401.7,5864,12287,2109,988
213,389.8,5864,16777215,2076,953
214,387.9,5864,17629,2078,953
215,399.7,5864,16777215,2080,953
216,394.6,5864,16777215,2082,953
217,406.9,5928,12287,2119,988
218,430.1,5928,16777215,2121,988
219,405.9,5928,16371,2088,953
220,414.7,5928,16777215,2090,953
221,416.6,5928,16777215,2092,953
222,430.1,5928,16245,2129,988
223,441.5,5928,16777215,2131,988
224,428.4,5928,16777215,2020,891
225,451.8,5992,16777215,2167,988
226,454.3,5992,16777215,2169,988
227,447.7,5992,16777215,2168,985
228,444.0,5992,16777215,2138,953
229,459.4,5992,16777215,2175,988
230,453.3,5992,16777215,2142,953
231,464.5,5992,16777215,2144,953
232,457.2,5992,16777215,2146,953
233,462.4,6056,16777215,2148,953
234,461.3,6056,15591,2150,953
235,472.8,6056,16777215,2152,953
236,479.0,6056,16777215,2154,953
237,496.7,6056,16777215,2191,988
238,477.2,6056,16777215,2158,953
239,476.0,6056,16777215,2160,953
240,489.4,6056,15207,2119,926
241,563.2,6120,16777215,2231,988
242,496.8,6120,16777215,2198,953
243,492.8,6120,16777215,2200,953
244,500.2,6120,16777215,2202,953
245,509.3,6120,16777215,2204,953
246,511.6,6120,16777215,2206,953
247,523.4,6120,16777215,2165,926
248,525.3,6120,16777215,2174,933
249,521.0,6184,16777215,2212,953
250,527.1,6184,16777215,2214,953
251,534.9,6184,16777215,2138,891
252,529.2,6184,16777215,2132,883
253,519.7,6184,16777215,2142,891
254,536.8,6184,16777215,2136,883
255,705.2,6184,18849,2055,808
