Dim,Runtime,Heap,Stack,Code,CodeLines
32,1216.7,32824,16419,1327,986
33,521.7,32824,17477,1343,938
34,1031.7,32824,16101,1343,938
35,1381.3,32824,16271,1343,938
36,1465.9,32824,16513,1343,938
37,682.6,32824,17537,1343,938
38,554.5,32824,16311,1343,938
39,926.3,32824,12287,1343,938
40,641.3,32824,16801,1343,938
41,661.6,32824,18451,1343,938
42,534.3,32824,14299,1343,938
43,492.4,32824,15167,1343,938
44,492.5,32824,16585,1343,938
45,2005.1,32824,16771,1343,938
46,921.2,32824,13695,1343,938
47,424.2,32824,16705,1343,938
48,837.2,32824,16483,1343,938
49,452.2,32824,12287,1343,938
50,504.9,32824,15743,1343,938
51,1393.9,32824,16825,1343,938
52,1358.5,32824,12287,1343,938
53,491.4,32824,15743,1343,938
54,1254.0,32824,17187,1343,938
55,1199.3,32824,12795,1343,938
56,650.7,32824,16385,1343,938
57,477.8,32824,16071,1343,938
58,862.5,32824,15859,1343,938
59,727.0,32824,15231,1343,938
60,620.3,32824,12287,1343,938
61,1552.9,32824,17543,1343,938
62,477.8,32824,14239,1343,938
63,585.5,32824,14829,1343,938
64,553.2,32824,14671,1343,938
65,725.3,32824,12287,1775,986
66,1696.9,32824,18961,1775,986
67,725.1,32824,19531,1775,986
68,808.6,32824,18697,1775,986
69,636.8,32824,12287,1775,986
70,1116.0,32824,16429,1775,986
71,1348.8,32824,13567,1775,986
72,538.0,32824,16389,1775,986
73,468.3,32824,16387,1775,986
74,609.2,32824,16769,1775,986
75,453.1,32824,12287,1775,986
76,460.8,32824,16247,1775,986
77,985.8,32824,14487,1775,986
78,488.8,32824,16091,1775,986
79,675.8,32824,12287,1775,986
80,1288.3,32824,16059,1775,986
81,950.0,32824,16375,1775,986
82,703.6,32824,16381,1775,986
83,1055.4,32824,14309,1775,986
84,575.6,32824,14767,1775,986
85,1047.1,32824,13049,1775,986
86,1393.0,32824,16351,1775,986
87,1173.1,32824,15529,1775,986
88,460.2,32824,16381,1775,986
89,611.4,32824,14327,1775,986
90,510.3,32824,18433,1775,986
91,791.6,32824,17421,1775,986
92,451.0,32824,16367,1775,986
93,502.0,32824,12287,1775,986
94,1779.4,32824,15343,1775,986
95,569.7,32824,17047,1775,986
96,496.3,32824,17873,1775,986
97,558.2,32824,14079,1775,986
98,458.4,32824,16389,1775,986
99,1662.4,32824,12287,1775,986
100,1948.9,32824,15035,1775,986
101,531.8,32824,18547,1775,986
102,503.9,32824,13183,1775,986
103,892.3,32824,16371,1775,986
104,577.0,32824,16351,1775,986
105,455.8,32824,16309,1775,986
106,470.6,32824,16901,1775,986
107,454.9,32824,13821,1775,986
108,454.2,32824,16533,1775,986
109,449.2,32824,16777,1775,986
110,1345.7,32824,16287,1775,986
111,451.6,32824,12287,1775,986
112,1174.4,32824,15803,1775,986
113,1308.0,32824,12287,1775,986
114,1069.3,32824,13279,1775,986
115,514.4,32824,15103,1775,986
116,452.6,32824,16585,1775,986
117,939.4,32824,15611,1775,986
118,453.5,32824,15167,1775,986
119,544.7,32824,17699,1775,986
120,1270.5,32824,16365,1775,986
121,510.7,32824,12287,1775,986
122,798.1,32824,15487,1775,986
123,456.7,32824,16243,1775,986
124,2007.7,32824,16349,1775,986
125,652.1,32824,12287,1775,986
126,1061.5,32824,18437,1775,986
127,546.6,32824,16235,1775,986
128,834.2,32824,12415,1775,986
129,500.0,32824,14143,4156,2655
130,497.7,32824,18441,4156,2655
131,1276.5,32824,16055,4156,2655
132,730.5,32824,12287,4156,2655
133,817.7,32824,15967,4156,2655
134,497.8,32824,16547,4156,2655
135,561.9,32824,19975,4156,2655
136,523.0,32824,17539,4156,2655
137,590.2,32824,13423,4156,2655
138,493.5,32824,14105,4156,2655
139,1454.9,32824,12287,4156,2655
140,572.0,32824,15411,4156,2655
141,1299.2,32824,16381,4156,2655
142,1966.2,32824,14587,4156,2655
143,657.8,32824,16401,4156,2655
144,511.1,32824,14621,4156,2655
145,741.9,32824,16103,4156,2655
146,592.7,32824,16453,4156,2655
147,495.3,32824,14051,4156,2655
148,497.0,32824,15871,4156,2655
149,1083.2,32824,12287,4156,2655
150,1856.6,32824,19465,4156,2655
151,620.5,32824,19491,4156,2655
152,616.7,32824,16345,4156,2655
153,1664.1,32824,16123,4156,2655
154,2894.5,32824,12287,4156,2655
155,853.7,32824,15871,4156,2655
156,585.7,32824,16381,4156,2655
157,566.3,32824,12287,4156,2655
158,497.4,32824,15871,4156,2655
159,1399.7,32824,14323,4156,2655
160,609.9,32824,15335,4156,2655
161,491.5,32824,15295,4156,2655
162,661.4,32824,13031,4156,2655
163,561.2,32824,15771,4156,2655
164,569.3,32824,15343,4156,2655
165,1418.0,32824,12287,4156,2655
