Dim,Runtime,Heap,Stack,Code,CodeLines
207,358.9,5800,16379,999,798
208,387.5,5800,16215,1093,892
209,364.8,5864,14335,983,782
210,366.7,5864,18437,999,798
211,399.7,5864,16109,1093,892
212,404.0,5864,16301,1093,892
213,378.9,5864,12287,971,770
214,381.0,5864,18441,999,798
215,384.0,5864,16315,999,798
216,391.2,5864,16641,999,798
217,425.0,5928,14543,1077,876
218,427.3,5928,16315,1093,892
219,398.1,5928,16393,975,774
220,404.7,5928,18469,983,782
221,412.0,5928,16153,983,782
222,449.4,5928,15231,1093,892
223,446.0,5928,12287,1093,892
224,418.2,5928,17187,967,766
225,457.1,5992,15871,1093,892
226,462.4,5992,16965,1093,892
227,463.2,5992,14007,1093,892
228,432.3,5992,15359,999,798
229,470.8,5992,14327,1093,892
230,440.5,5992,12287,999,798
231,442.6,5992,16023,983,782
232,449.8,5992,16351,999,798
233,450.9,6056,12287,983,782
234,455.8,6056,12287,999,798
235,459.0,6056,15079,999,798
236,463.1,6056,15785,999,798
237,506.3,6056,16513,1093,892
238,475.1,6056,12287,999,798
239,477.4,6056,16409,983,782
240,516.4,6056,14207,1077,876
241,524.3,6120,14205,1093,892
242,489.0,6120,16379,999,798
243,491.0,6120,14907,983,782
244,495.1,6120,16897,999,798
245,502.5,6120,16369,975,774
246,504.2,6120,16351,999,798
247,546.5,6120,19619,1077,876
248,551.8,6120,16529,1087,886
249,516.4,6184,15863,975,774
250,519.2,6184,16111,999,798
251,523.2,6184,16387,967,766
252,540.8,6184,16255,983,782
253,528.7,6184,16385,967,766
254,535.9,6184,15869,983,782
255,541.4,6184,15355,983,782
