Dim,Runtime,Heap,Stack,Code,CodeLines
32,7.5,4264,14383,2879,2502
33,28.5,4392,16641,3034,2593
34,27.7,4392,14023,3034,2593
35,27.6,4392,15999,3034,2593
36,28.8,4392,12287,3034,2593
37,27.5,4392,12287,3034,2593
38,27.4,4392,15771,3034,2593
39,27.4,4392,13823,3034,2593
40,29.4,4392,16375,3034,2593
41,27.5,4392,13179,3034,2593
42,28.3,4392,16737,3034,2593
43,27.9,4392,15227,3034,2593
44,27.5,4392,16389,3034,2593
45,28.2,4392,16303,3034,2593
46,27.2,4392,15711,3034,2593
47,27.4,4392,16281,3034,2593
48,27.2,4392,12287,3034,2593
49,27.6,4392,12287,3034,2593
50,27.5,4392,12287,3034,2593
51,27.3,4392,16141,3034,2593
52,28.5,4392,18433,3034,2593
53,27.4,4392,12287,3034,2593
54,27.4,4392,17201,3034,2593
55,27.3,4392,16551,3034,2593
56,28.7,4392,12287,3034,2593
57,27.5,4392,17489,3034,2593
58,27.3,4392,16471,3034,2593
59,27.2,4392,16119,3034,2593
60,27.5,4392,14335,3034,2593
61,27.4,4392,16367,3034,2593
62,28.3,4392,14303,3034,2593
63,29.8,4392,18949,3034,2593
64,27.2,4392,16383,3034,2593
65,82.0,5864,16185,3866,3033
66,89.5,5864,18949,3866,3033
67,83.7,5864,16481,3866,3033
68,82.0,5864,18785,3866,3033
69,82.7,5864,16897,3866,3033
70,81.6,5864,16255,3866,3033
71,81.6,5864,16031,3866,3033
72,81.2,5864,14303,3866,3033
73,85.1,5864,16593,3866,3033
74,82.2,5864,14309,3866,3033
75,82.1,5864,15991,3866,3033
76,82.8,5864,16247,3866,3033
77,86.0,5864,15913,3866,3033
78,85.1,5864,13309,3866,3033
79,82.0,5864,18817,3866,3033
80,82.5,5864,17417,3866,3033
81,84.7,5864,16333,3866,3033
82,82.3,5864,16551,3866,3033
83,84.2,5864,16897,3866,3033
84,81.7,5864,15351,3866,3033
85,82.7,5864,16269,3866,3033
86,81.4,5864,16383,3866,3033
87,83.2,5864,16251,3866,3033
88,82.1,5864,15807,3866,3033
89,84.0,5864,14125,3866,3033
90,81.0,5864,15341,3866,3033
91,88.3,5864,13567,3866,3033
92,81.9,5864,15167,3866,3033
93,85.9,5864,15861,3866,3033
94,84.5,5864,17441,3866,3033
95,82.2,5864,18507,3866,3033
96,81.6,5864,14335,3866,3033
97,81.8,5864,15839,3866,3033
98,81.9,5864,16383,3866,3033
99,82.7,5864,16363,3866,3033
100,83.8,5864,16111,3866,3033
101,81.8,5864,15819,3866,3033
102,82.7,5864,17477,3866,3033
103,82.3,5864,12287,3866,3033
104,83.3,5864,17475,3866,3033
105,82.2,5864,16453,3866,3033
106,81.7,5864,13787,3866,3033
107,82.6,5864,12287,3866,3033
108,81.9,5864,15705,3866,3033
109,82.8,5864,16933,3866,3033
110,82.9,5864,14207,3866,3033
111,81.9,5864,14813,3866,3033
112,83.1,5864,12287,3866,3033
113,81.7,5864,14205,3866,3033
114,85.2,5864,12287,3866,3033
115,81.6,5864,18433,3866,3033
116,81.3,5864,16371,3866,3033
117,82.9,5864,12287,3866,3033
118,81.5,5864,16929,3866,3033
119,81.6,5864,16255,3866,3033
120,83.1,5864,13535,3866,3033
121,85.3,5864,16379,3866,3033
122,81.8,5864,18435,3866,3033
123,81.8,5864,12287,3866,3033
124,81.2,5864,16397,3866,3033
