Dim,Runtime,Heap,Stack,Code,CodeLines
32,4.0,4392,16127,1597,1208
33,10.5,4520,16777215,1722,1269
34,10.7,4520,16777215,1722,1269
35,10.6,4520,16777215,1722,1269
36,10.5,4520,16777215,1722,1269
37,10.2,4520,16777215,1722,1269
38,10.7,4520,16777215,1722,1269
39,10.9,4520,16777215,1722,1269
40,10.7,4520,16777215,1722,1269
41,10.9,4520,16777215,1722,1269
42,10.8,4520,16777215,1722,1269
43,10.7,4520,16777215,1722,1269
44,10.8,4520,16777215,1722,1269
45,10.6,4520,16777215,1722,1269
46,11.8,4520,16777215,1722,1269
47,13.6,4520,12287,1610,1157
48,10.5,4520,16777215,1722,1269
49,14.6,4648,16777215,1646,1129
50,14.4,4648,16777215,1646,1129
51,14.4,4648,16777215,1646,1129
52,15.7,4648,16777215,1646,1129
53,14.3,4648,16777215,1646,1129
54,14.5,4648,16777215,1646,1129
55,17.9,4584,16777215,1701,1192
56,14.2,4648,16777215,1646,1129
57,15.4,4648,16777215,1646,1129
58,14.4,4648,16777215,1646,1129
59,17.3,4648,16777215,1694,1177
60,14.4,4648,16777215,1646,1129
61,17.1,4648,16777215,1694,1177
62,17.1,4648,16777215,1694,1177
63,15.2,4648,16777215,1646,1129
64,14.4,4648,16777215,1646,1129
65,29.1,4776,16777215,1781,1200
66,29.2,4776,16777215,1781,1200
67,33.4,5288,16901,2025,1156
68,29.4,4776,16777215,1781,1200
69,31.1,4776,16777215,1781,1200
70,29.4,4776,16777215,1781,1200
71,34.0,5288,12287,2025,1156
72,33.2,5288,16429,2025,1156
73,34.0,4776,16777215,1867,1286
74,29.3,4776,16777215,1781,1200
75,29.3,4776,16777215,1781,1200
76,29.4,4776,16777215,1781,1200
77,34.0,4776,16777215,1867,1286
78,31.0,4776,16777215,1781,1200
79,34.2,4776,16777215,1867,1286
80,30.2,4776,16777215,1781,1200
81,44.6,4904,16777215,1851,1206
82,49.5,5544,13789,2196,1191
83,42.7,4904,16777215,1851,1206
84,49.0,5544,15723,2196,1191
85,50.2,5544,14207,2196,1191
86,42.1,4904,16777215,1851,1206
87,49.6,5544,16343,2196,1191
88,50.1,5544,14591,2196,1191
89,42.9,4904,16777215,1851,1206
90,43.3,4904,16777215,1851,1206
91,47.7,4904,16777215,1932,1287
92,47.8,4904,16777215,1932,1287
93,50.5,4904,16777215,1932,1287
94,47.3,4904,16777215,1932,1287
95,42.4,4904,16777215,1851,1206
96,42.4,4904,16777215,1851,1206
97,69.7,5800,18433,2320,1187
98,49.6,5928,16777215,2539,1342
99,49.9,5928,16777215,2539,1342
100,69.7,5800,13143,2320,1187
101,70.4,5800,16393,2320,1187
102,69.7,5800,15171,2320,1187
103,69.6,5800,14293,2320,1187
104,71.4,5800,14079,2320,1187
105,50.6,5928,16777215,2539,1342
106,80.4,5928,16515,2384,1187
107,79.2,5928,16093,2384,1187
108,81.3,5928,16393,2384,1187
109,80.1,5928,14331,2384,1187
110,80.3,5928,15611,2384,1187
