Dim,Runtime,Heap,Stack,Code,CodeLines
32,518.3,32824,12287,1041,732
33,574.5,32824,15095,1169,796
34,822.0,32824,16047,1169,796
35,1057.1,32824,16417,1169,796
36,510.4,32824,15921,1169,796
37,2535.2,32824,13819,1169,796
38,491.3,32824,16381,1169,796
39,1147.6,32824,15343,1169,796
40,1042.1,32824,15227,1169,796
41,1070.8,32824,12287,1169,796
42,3632.3,32824,16343,1169,796
43,1570.0,32824,14063,1169,796
44,437.1,32824,14207,1169,796
45,519.3,32824,12287,1169,796
46,962.6,32824,16347,1169,796
47,428.2,32824,19009,1169,796
48,624.4,32824,13773,1169,796
49,1073.2,32824,12287,1169,796
50,515.9,32824,16349,1169,796
51,490.5,32824,18065,1169,796
52,996.3,32824,18471,1169,796
53,520.8,32824,16223,1169,796
54,491.1,32824,12287,1169,796
55,728.5,32824,12287,1169,796
56,729.4,32824,17473,1169,796
57,457.9,32824,16351,1169,796
58,2302.0,32824,15839,1169,796
59,435.6,32824,16307,1169,796
60,1120.0,32824,13547,1169,796
61,1023.1,32824,16409,1169,796
62,420.4,32824,15479,1169,796
63,524.2,32824,12287,1169,796
64,428.7,32824,15871,1169,796
65,514.3,32824,18441,1537,780
66,459.6,32824,14325,1537,780
67,561.5,32824,17921,1537,780
68,528.6,32824,12287,1537,780
69,750.7,32824,16529,1537,780
70,2391.7,32824,16397,1537,780
71,900.9,32824,14333,1537,780
72,1175.4,32824,16383,1537,780
73,525.8,32824,19463,1537,780
74,3173.4,32824,20133,1537,780
75,1195.7,32824,14131,1537,780
76,609.3,32824,15603,1537,780
77,895.8,32824,16375,1537,780
78,1953.7,32824,15327,1537,780
79,968.9,32824,16351,1537,780
80,1056.8,32824,12287,1537,780
81,704.7,32824,12287,1537,780
82,701.5,32824,12287,1537,780
83,751.2,32824,15935,1537,780
84,696.3,32824,12287,1537,780
85,432.0,32824,15339,1537,780
86,473.5,32824,16379,1537,780
87,506.9,32824,12287,1537,780
88,527.6,32824,16383,1537,780
89,915.3,32824,15935,1537,780
90,466.9,32824,13305,1537,780
91,437.3,32824,14783,1537,780
92,436.0,32824,15223,1537,780
93,1119.0,32824,15351,1537,780
94,646.8,32824,15727,1537,780
95,537.2,32824,17737,1537,780
96,474.1,32824,18571,1537,780
97,491.4,32824,16901,1537,780
98,546.1,32824,13475,1537,780
99,505.7,32824,18449,1537,780
100,885.3,32824,15807,1537,780
101,828.8,32824,14551,1537,780
102,441.7,32824,18593,1537,780
103,443.9,32824,16521,1537,780
104,440.9,32824,12287,1537,780
105,1613.1,32824,12925,1537,780
106,956.1,32824,16095,1537,780
107,445.7,32824,12287,1537,780
108,2555.9,32824,17027,1537,780
109,531.0,32824,16425,1537,780
110,534.7,32824,15487,1537,780
111,1118.9,32824,12287,1537,780
112,433.0,32824,12287,1537,780
113,818.3,32824,15359,1537,780
114,441.9,32824,16059,1537,780
115,770.8,32824,15903,1537,780
116,1197.2,32824,15859,1537,780
117,435.8,32824,15295,1537,780
118,433.2,32824,14331,1537,780
119,2044.7,32824,16283,1537,780
120,529.7,32824,15591,1537,780
121,436.3,32824,16373,1537,780
122,1255.3,32824,14003,1537,780
123,520.9,32824,16127,1537,780
124,449.8,32824,16379,1537,780
125,447.2,32824,15855,1537,780
126,636.4,32824,16237,1537,780
127,426.2,32824,15855,1537,780
128,853.0,32824,16805,1537,780
129,491.6,32824,16383,3894,2449
130,586.3,32824,13743,3894,2449
131,489.7,32824,16395,3894,2449
132,488.6,32824,16375,3894,2449
133,487.8,32824,18439,3894,2449
134,492.9,32824,15101,3894,2449
135,662.9,32824,12287,3894,2449
136,561.7,32824,13943,3894,2449
137,655.7,32824,17441,3894,2449
138,660.2,32824,14205,3894,2449
139,1557.4,32824,16645,3894,2449
140,1464.8,32824,13281,3894,2449
141,488.2,32824,15079,3894,2449
142,566.7,32824,16079,3894,2449
143,675.0,32824,14331,3894,2449
144,595.9,32824,16441,3894,2449
145,492.3,32824,17169,3894,2449
146,1541.1,32824,16933,3894,2449
147,487.8,32824,16319,3894,2449
148,1332.1,32824,16383,3894,2449
149,489.6,32824,14847,3894,2449
150,2482.8,32824,16389,3894,2449
151,540.4,32824,18961,3894,2449
152,818.8,32824,15715,3894,2449
153,576.2,32824,12287,3894,2449
154,551.3,32824,16303,3894,2449
155,523.9,32824,13239,3894,2449
156,538.9,32824,16123,3894,2449
157,485.7,32824,12287,3894,2449
158,487.8,32824,17489,3894,2449
159,520.2,32824,16111,3894,2449
160,803.5,32824,12287,3894,2449
161,545.1,32824,12287,3894,2449
162,501.0,32824,12351,3894,2449
163,931.1,32824,16383,3894,2449
164,541.4,32824,15861,3894,2449
165,533.7,32824,16451,3894,2449
166,548.9,32824,15869,3894,2449
167,494.3,32824,12287,3894,2449
168,607.0,32824,13471,3894,2449
169,557.4,32824,18435,3894,2449
170,483.7,32824,16383,3894,2449
171,624.7,32824,16625,3894,2449
